,android_avg_rating,android_file_size,android_rating_1,android_rating_2,android_rating_3,android_rating_4,android_rating_5,android_total_ratings,ios_all_ratings,ios_current_ratings,ios_file_size
2016-09-22 10:20:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 10:30:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 10:40:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 10:50:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 11:00:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 11:10:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 11:20:00,4.1,77,861828,256141,474808,769072,3921345,6283194,220467,2427,258
2016-09-22 11:30:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 11:40:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 11:50:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 12:00:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 12:10:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 12:20:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 12:30:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 12:40:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 12:50:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 13:00:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 13:10:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 13:20:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 13:30:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 13:40:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 13:50:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 14:00:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 14:10:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 14:20:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 14:30:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 14:40:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 14:50:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 15:00:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220467,2427,258
2016-09-22 15:10:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220512,2485,258
2016-09-22 15:20:00,4.1,77,862488,256257,475095,769396,3923514,6286750,220512,2485,258
2016-09-22 15:30:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 15:40:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 15:50:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 16:00:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 16:10:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 16:20:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 16:30:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 16:40:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 16:50:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 17:00:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 17:10:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 17:20:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 17:30:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 17:40:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 17:50:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 18:00:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 18:10:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 18:20:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 18:30:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 18:40:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 18:50:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 19:00:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2485,258
2016-09-22 19:10:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220512,2527,258
2016-09-22 19:20:00,4.1,77,863049,256364,475337,769711,3925525,6289986,220550,2527,258
2016-09-22 19:30:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 19:40:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 19:50:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 20:00:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 20:10:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 20:20:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 20:30:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 20:40:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 20:50:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 21:00:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 21:10:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 21:20:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 21:30:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 21:40:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 21:50:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 22:00:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 22:10:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 22:20:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 22:30:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 22:40:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 22:50:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 23:00:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 23:10:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 23:20:00,4.1,77,863596,256495,475522,770037,3927396,6293046,220550,2527,258
2016-09-22 23:30:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-22 23:40:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220550,2527,258
2016-09-22 23:50:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 00:00:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 00:10:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 00:20:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 00:30:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 00:40:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 00:50:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 01:00:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 01:10:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 01:20:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 01:30:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 01:40:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 01:50:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 02:00:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 02:10:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 02:20:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 02:30:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 02:40:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 02:50:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 03:00:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 03:10:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 03:20:00,4.1,77,864092,256600,475687,770312,3928940,6295631,220596,2585,258
2016-09-23 03:30:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 03:40:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 03:50:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 04:00:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 04:10:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 04:20:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 04:30:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 04:40:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 04:50:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 05:00:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 05:10:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 05:20:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 05:30:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 05:40:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 05:50:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 06:00:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 06:10:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 06:20:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 06:30:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 06:40:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 06:50:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 07:00:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 07:10:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2585,258
2016-09-23 07:20:00,4.1,77,865464,256948,476161,770845,3931195,6300613,220596,2641,258
2016-09-23 07:30:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2585,258
2016-09-23 07:40:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 07:50:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 08:00:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 08:10:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 08:20:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 08:30:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 08:40:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 08:50:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 09:00:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 09:10:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 09:20:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 09:30:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 09:40:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 09:50:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 10:00:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 10:10:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 10:20:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 10:30:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 10:40:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 10:50:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 11:00:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 11:10:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2641,258
2016-09-23 11:20:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220644,2669,258
2016-09-23 11:30:00,4.1,77,865804,257046,476320,771092,3932655,6302917,220664,2669,258
2016-09-23 11:40:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 11:50:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 12:00:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 12:10:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 12:20:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 12:30:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 12:40:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 12:50:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 13:00:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 13:10:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 13:20:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 13:30:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 13:40:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 13:50:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 14:00:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 14:10:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 14:20:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 14:30:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 14:40:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 14:50:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 15:00:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2669,258
2016-09-23 15:10:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220664,2690,258
2016-09-23 15:20:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220677,2690,258
2016-09-23 15:30:00,4.1,77,866490,257200,476576,771543,3934934,6306743,220677,2690,258
2016-09-23 15:40:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 15:50:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 16:00:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 16:10:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 16:20:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 16:30:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 16:40:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 16:50:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 17:00:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 17:10:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 17:20:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 17:30:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 17:40:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 17:50:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 18:00:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 18:10:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 18:20:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 18:30:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 18:40:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 18:50:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220677,2690,258
2016-09-23 19:00:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220721,2740,258
2016-09-23 19:10:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220721,2740,258
2016-09-23 19:20:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220721,2740,258
2016-09-23 19:30:00,4.1,77,867188,257338,476787,771959,3937481,6310753,220721,2740,258
2016-09-23 19:40:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 19:50:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 20:00:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 20:10:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 20:20:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 20:30:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 20:40:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 20:50:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 21:00:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 21:10:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 21:20:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 21:30:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 21:40:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 21:50:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 22:00:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 22:10:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 22:20:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 22:30:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 22:40:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 22:50:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220721,2740,258
2016-09-23 23:00:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220799,2740,258
2016-09-23 23:10:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220799,2740,258
2016-09-23 23:20:00,4.1,77,867799,257425,477013,772351,3939801,6314389,220799,2740,258
2016-09-23 23:30:00,4.1,76,867799,257425,477013,772351,3939801,6314389,220799,2740,258
2016-09-23 23:40:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-23 23:50:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 00:00:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 00:10:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 00:20:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 00:30:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 00:40:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 00:50:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 01:00:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 01:10:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 01:20:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 01:30:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 01:40:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 01:50:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 02:00:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 02:10:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 02:20:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 02:30:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 02:40:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 02:50:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 03:00:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 03:10:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,2740,258
2016-09-24 03:20:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220870,1442,258
2016-09-24 03:30:00,4.1,76,868541,257610,477401,773127,3943906,6320585,220799,144,258
2016-09-24 03:40:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 03:50:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 04:00:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 04:10:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 04:20:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 04:30:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 04:40:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 04:50:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 05:00:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 05:10:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 05:20:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 05:30:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 05:40:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 05:50:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 06:00:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 06:10:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 06:20:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 06:30:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 06:40:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 06:50:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 07:00:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 07:10:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 07:20:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 07:30:00,4.1,76,869017,257738,477753,773762,3947107,6325377,220870,144,258
2016-09-24 07:40:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 07:50:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 08:00:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 08:10:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 08:20:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 08:30:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 08:40:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 08:50:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 09:00:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 09:10:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 09:20:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 09:30:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 09:40:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 09:50:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 10:00:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 10:10:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 10:20:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 10:30:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 10:40:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 10:50:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 11:00:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220870,144,258
2016-09-24 11:10:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220939,240,258
2016-09-24 11:20:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220939,240,258
2016-09-24 11:30:00,4.1,76,869767,257956,478156,774514,3950835,6331228,220939,240,258
2016-09-24 11:40:00,4.1,76,870632,258185,478616,775475,3955655,6338563,220939,240,258
